timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1732990751591,66,HTTP Request,200,OK,Thread Group 1-17,text,true,,507,129,32,32,http://172.23.66.36:3000/proceso_c,56,0,17
1732990751595,117,HTTP Request,200,OK,Thread Group 1-13,text,true,,521,129,38,38,http://172.23.66.36:3000/proceso_c,117,0,15
1732990751588,216,HTTP Request,200,OK,Thread Group 1-23,text,true,,521,129,47,47,http://172.23.66.36:3000/proceso_c,216,0,22
1732990751591,279,HTTP Request,200,OK,Thread Group 1-25,text,true,,507,129,54,54,http://172.23.66.36:3000/proceso_c,279,0,20
1732990751589,282,HTTP Request,200,OK,Thread Group 1-22,text,true,,507,129,53,53,http://172.23.66.36:3000/proceso_c,282,0,26
1732990751595,285,HTTP Request,200,OK,Thread Group 1-15,text,true,,535,129,54,54,http://172.23.66.36:3000/proceso_c,285,0,14
1732990751589,297,HTTP Request,200,OK,Thread Group 1-21,text,true,,549,129,54,54,http://172.23.66.36:3000/proceso_c,297,0,21
1732990751591,297,HTTP Request,200,OK,Thread Group 1-14,text,true,,549,129,54,54,http://172.23.66.36:3000/proceso_c,297,0,20
1732990751659,238,HTTP Request,200,OK,Thread Group 1-33,text,true,,507,129,54,54,http://172.23.66.36:3000/proceso_c,238,0,1
1732990751593,310,HTTP Request,200,OK,Thread Group 1-9,text,true,,507,129,54,54,http://172.23.66.36:3000/proceso_c,310,0,14
1732990751706,200,HTTP Request,200,OK,Thread Group 1-39,text,true,,507,129,53,53,http://172.23.66.36:3000/proceso_c,200,0,1
1732990751589,331,HTTP Request,200,OK,Thread Group 1-19,text,true,,507,129,52,52,http://172.23.66.36:3000/proceso_c,331,0,19
1732990751592,328,HTTP Request,200,OK,Thread Group 1-4,text,true,,549,129,52,52,http://172.23.66.36:3000/proceso_c,328,0,23
1732990751633,289,HTTP Request,200,OK,Thread Group 1-30,text,true,,521,129,51,51,http://172.23.66.36:3000/proceso_c,289,0,1
1732990751588,336,HTTP Request,200,OK,Thread Group 1-24,text,true,,507,129,50,50,http://172.23.66.36:3000/proceso_c,336,0,23
1732990751607,317,HTTP Request,200,OK,Thread Group 1-27,text,true,,521,129,50,50,http://172.23.66.36:3000/proceso_c,317,0,1
1732990751591,332,HTTP Request,200,OK,Thread Group 1-6,text,true,,521,129,48,48,http://172.23.66.36:3000/proceso_c,332,0,24
1732990751594,336,HTTP Request,200,OK,Thread Group 1-5,text,true,,535,129,48,48,http://172.23.66.36:3000/proceso_c,336,0,21
1732990751615,325,HTTP Request,200,OK,Thread Group 1-28,text,true,,535,129,49,49,http://172.23.66.36:3000/proceso_c,325,0,1
1732990751604,374,HTTP Request,200,OK,Thread Group 1-26,text,true,,549,129,52,52,http://172.23.66.36:3000/proceso_c,374,0,11
1732990751592,387,HTTP Request,200,OK,Thread Group 1-11,text,true,,535,129,52,52,http://172.23.66.36:3000/proceso_c,387,0,18
1732990751591,390,HTTP Request,200,OK,Thread Group 1-8,text,true,,535,129,54,54,http://172.23.66.36:3000/proceso_c,390,0,24
1732990751642,349,HTTP Request,200,OK,Thread Group 1-31,text,true,,521,129,54,54,http://172.23.66.36:3000/proceso_c,349,0,1
1732990751566,428,HTTP Request,200,OK,Thread Group 1-16,text,true,,535,129,54,54,http://172.23.66.36:3000/proceso_c,428,0,49
1732990751595,398,HTTP Request,200,OK,Thread Group 1-7,text,true,,507,129,54,54,http://172.23.66.36:3000/proceso_c,398,0,15
1732990751593,401,HTTP Request,200,OK,Thread Group 1-10,text,true,,535,129,52,52,http://172.23.66.36:3000/proceso_c,401,0,14
1732990751590,412,HTTP Request,200,OK,Thread Group 1-18,text,true,,535,129,52,52,http://172.23.66.36:3000/proceso_c,412,0,20
