timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1732990247358,63,HTTP Request,200,OK,Thread Group 1-1,text,true,,521,129,5,5,http://172.23.66.36:3000/proceso_c,58,0,22
1732990247358,63,HTTP Request,200,OK,Thread Group 1-2,text,true,,507,129,5,5,http://172.23.66.36:3000/proceso_c,59,0,22
1732990247358,65,HTTP Request,200,OK,Thread Group 1-3,text,true,,507,129,5,5,http://172.23.66.36:3000/proceso_c,65,0,21
1732990247371,49,HTTP Request,200,OK,Thread Group 1-4,text,true,,507,129,2,2,http://172.23.66.36:3000/proceso_c,44,0,8
1732990247421,8,HTTP Request,200,OK,Thread Group 1-5,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,8,0,1
1732990247472,20,HTTP Request,200,OK,Thread Group 1-6,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,20,0,4
1732990247522,13,HTTP Request,200,OK,Thread Group 1-7,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,13,0,1
1732990247572,14,HTTP Request,200,OK,Thread Group 1-8,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,14,0,1
1732990247617,18,HTTP Request,200,OK,Thread Group 1-9,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,18,0,1
1732990247661,13,HTTP Request,200,OK,Thread Group 1-10,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,13,0,1
1732990247716,9,HTTP Request,200,OK,Thread Group 1-11,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,9,0,1
1732990247766,19,HTTP Request,200,OK,Thread Group 1-12,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,19,0,1
1732990247813,13,HTTP Request,200,OK,Thread Group 1-13,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,13,0,1
1732990247861,10,HTTP Request,200,OK,Thread Group 1-14,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,10,0,1
1732990247907,17,HTTP Request,200,OK,Thread Group 1-15,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,17,0,2
1732990247953,20,HTTP Request,200,OK,Thread Group 1-16,text,true,,521,129,1,1,http://172.23.66.36:3000/proceso_c,20,0,2
1732990248002,13,HTTP Request,200,OK,Thread Group 1-17,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,13,0,2
1732990248052,14,HTTP Request,200,OK,Thread Group 1-18,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,14,0,2
1732990248102,13,HTTP Request,200,OK,Thread Group 1-19,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,12,0,2
1732990248151,17,HTTP Request,200,OK,Thread Group 1-20,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,17,0,2
1732990248201,13,HTTP Request,200,OK,Thread Group 1-21,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,13,0,1
1732990248250,16,HTTP Request,200,OK,Thread Group 1-22,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,16,0,2
1732990248299,14,HTTP Request,200,OK,Thread Group 1-23,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,14,0,2
1732990248348,13,HTTP Request,200,OK,Thread Group 1-24,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,13,0,1
1732990248397,16,HTTP Request,200,OK,Thread Group 1-25,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,16,0,2
1732990248447,15,HTTP Request,200,OK,Thread Group 1-26,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,15,0,2
1732990248496,21,HTTP Request,200,OK,Thread Group 1-27,text,true,,521,129,1,1,http://172.23.66.36:3000/proceso_c,21,0,1
1732990248544,14,HTTP Request,200,OK,Thread Group 1-28,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,14,0,1
1732990248595,16,HTTP Request,200,OK,Thread Group 1-29,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,16,0,1
1732990248644,14,HTTP Request,200,OK,Thread Group 1-30,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,14,0,1
1732990248693,21,HTTP Request,200,OK,Thread Group 1-31,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,21,0,1
1732990248743,14,HTTP Request,200,OK,Thread Group 1-32,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,14,0,1
1732990248792,15,HTTP Request,200,OK,Thread Group 1-33,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,15,0,1
1732990248842,15,HTTP Request,200,OK,Thread Group 1-34,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,15,0,1
1732990248891,14,HTTP Request,200,OK,Thread Group 1-35,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,14,0,1
1732990248939,16,HTTP Request,200,OK,Thread Group 1-36,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,16,0,1
1732990248988,14,HTTP Request,200,OK,Thread Group 1-37,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,14,0,2
1732990249039,12,HTTP Request,200,OK,Thread Group 1-38,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,12,0,1
1732990249088,10,HTTP Request,200,OK,Thread Group 1-39,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,10,0,1
1732990249139,17,HTTP Request,200,OK,Thread Group 1-40,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,16,0,1
1732990249187,19,HTTP Request,200,OK,Thread Group 1-41,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,19,0,2
1732990249237,24,HTTP Request,200,OK,Thread Group 1-42,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,24,0,3
1732990249283,22,HTTP Request,200,OK,Thread Group 1-43,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,21,0,1
1732990249340,14,HTTP Request,200,OK,Thread Group 1-44,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,14,0,1
1732990249386,15,HTTP Request,200,OK,Thread Group 1-45,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,15,0,1
