timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1732990426817,110,HTTP Request,200,OK,Thread Group 1-17,text,true,,507,129,27,27,http://172.23.66.36:3000/proceso_c,106,0,35
1732990426810,118,HTTP Request,200,OK,Thread Group 1-4,text,true,,507,129,27,27,http://172.23.66.36:3000/proceso_c,111,0,49
1732990426818,140,HTTP Request,200,OK,Thread Group 1-7,text,true,,507,129,26,26,http://172.23.66.36:3000/proceso_c,140,0,35
1732990426818,155,HTTP Request,200,OK,Thread Group 1-6,text,true,,535,129,26,26,http://172.23.66.36:3000/proceso_c,155,0,36
1732990426817,187,HTTP Request,200,OK,Thread Group 1-14,text,true,,507,129,28,28,http://172.23.66.36:3000/proceso_c,187,0,36
1732990426818,217,HTTP Request,200,OK,Thread Group 1-19,text,true,,521,129,29,29,http://172.23.66.36:3000/proceso_c,217,0,36
1732990426817,251,HTTP Request,200,OK,Thread Group 1-16,text,true,,521,129,30,30,http://172.23.66.36:3000/proceso_c,251,0,36
1732990426817,253,HTTP Request,200,OK,Thread Group 1-11,text,true,,507,129,29,29,http://172.23.66.36:3000/proceso_c,253,0,35
1732990426818,256,HTTP Request,200,OK,Thread Group 1-18,text,true,,507,129,28,28,http://172.23.66.36:3000/proceso_c,256,0,36
1732990426818,274,HTTP Request,200,OK,Thread Group 1-9,text,true,,507,129,27,27,http://172.23.66.36:3000/proceso_c,274,0,38
1732990426817,279,HTTP Request,200,OK,Thread Group 1-15,text,true,,521,129,26,26,http://172.23.66.36:3000/proceso_c,279,0,37
1732990426818,281,HTTP Request,200,OK,Thread Group 1-20,text,true,,507,129,25,25,http://172.23.66.36:3000/proceso_c,281,0,34
1732990426842,257,HTTP Request,200,OK,Thread Group 1-22,text,true,,507,129,25,25,http://172.23.66.36:3000/proceso_c,257,0,13
1732990426818,317,HTTP Request,200,OK,Thread Group 1-2,text,true,,521,129,26,26,http://172.23.66.36:3000/proceso_c,317,0,35
1732990426818,318,HTTP Request,200,OK,Thread Group 1-1,text,true,,535,129,26,26,http://172.23.66.36:3000/proceso_c,318,0,36
1732990426812,326,HTTP Request,200,OK,Thread Group 1-8,text,true,,521,129,25,25,http://172.23.66.36:3000/proceso_c,326,0,42
1732990426877,261,HTTP Request,200,OK,Thread Group 1-24,text,true,,507,129,24,24,http://172.23.66.36:3000/proceso_c,261,0,4
1732990426861,280,HTTP Request,200,OK,Thread Group 1-23,text,true,,521,129,23,23,http://172.23.66.36:3000/proceso_c,280,0,0
1732990426908,251,HTTP Request,200,OK,Thread Group 1-26,text,true,,549,129,22,22,http://172.23.66.36:3000/proceso_c,251,0,3
1732990426992,167,HTTP Request,200,OK,Thread Group 1-31,text,true,,521,129,22,22,http://172.23.66.36:3000/proceso_c,167,0,0
1732990426818,342,HTTP Request,200,OK,Thread Group 1-5,text,true,,521,129,22,22,http://172.23.66.36:3000/proceso_c,342,0,35
1732990426817,343,HTTP Request,200,OK,Thread Group 1-13,text,true,,507,129,21,21,http://172.23.66.36:3000/proceso_c,343,0,37
1732990426959,201,HTTP Request,200,OK,Thread Group 1-29,text,true,,507,129,21,21,http://172.23.66.36:3000/proceso_c,201,0,0
1732990426812,357,HTTP Request,200,OK,Thread Group 1-3,text,true,,535,129,19,19,http://172.23.66.36:3000/proceso_c,357,0,42
1732990426811,359,HTTP Request,200,OK,Thread Group 1-12,text,true,,521,129,18,18,http://172.23.66.36:3000/proceso_c,359,0,41
1732990426924,248,HTTP Request,200,OK,Thread Group 1-27,text,true,,549,129,17,17,http://172.23.66.36:3000/proceso_c,248,0,1
1732990427103,70,HTTP Request,200,OK,Thread Group 1-37,text,true,,507,129,16,16,http://172.23.66.36:3000/proceso_c,70,0,2
1732990426860,314,HTTP Request,200,OK,Thread Group 1-21,text,true,,521,129,15,15,http://172.23.66.36:3000/proceso_c,314,0,1
1732990426892,283,HTTP Request,200,OK,Thread Group 1-25,text,true,,549,129,14,14,http://172.23.66.36:3000/proceso_c,283,0,1
1732990427105,73,HTTP Request,200,OK,Thread Group 1-38,text,true,,521,129,13,13,http://172.23.66.36:3000/proceso_c,73,0,0
1732990426974,205,HTTP Request,200,OK,Thread Group 1-30,text,true,,535,129,12,12,http://172.23.66.36:3000/proceso_c,205,0,1
1732990427119,64,HTTP Request,200,OK,Thread Group 1-39,text,true,,507,129,11,11,http://172.23.66.36:3000/proceso_c,64,0,1
1732990426940,251,HTTP Request,200,OK,Thread Group 1-28,text,true,,521,129,11,11,http://172.23.66.36:3000/proceso_c,250,0,1
1732990427067,124,HTTP Request,200,OK,Thread Group 1-36,text,true,,507,129,11,11,http://172.23.66.36:3000/proceso_c,124,0,0
1732990427033,158,HTTP Request,200,OK,Thread Group 1-34,text,true,,507,129,9,9,http://172.23.66.36:3000/proceso_c,158,0,1
1732990427020,172,HTTP Request,200,OK,Thread Group 1-33,text,true,,507,129,8,8,http://172.23.66.36:3000/proceso_c,172,0,1
1732990426815,378,HTTP Request,200,OK,Thread Group 1-10,text,true,,521,129,7,7,http://172.23.66.36:3000/proceso_c,378,0,42
1732990427135,61,HTTP Request,200,OK,Thread Group 1-40,text,true,,507,129,6,6,http://172.23.66.36:3000/proceso_c,61,0,2
1732990427003,196,HTTP Request,200,OK,Thread Group 1-32,text,true,,507,129,5,5,http://172.23.66.36:3000/proceso_c,196,0,2
1732990427050,150,HTTP Request,200,OK,Thread Group 1-35,text,true,,521,129,4,4,http://172.23.66.36:3000/proceso_c,150,0,0
1732990427161,49,HTTP Request,200,OK,Thread Group 1-41,text,true,,521,129,4,4,http://172.23.66.36:3000/proceso_c,49,0,1
1732990427169,49,HTTP Request,200,OK,Thread Group 1-42,text,true,,521,129,3,3,http://172.23.66.36:3000/proceso_c,49,0,0
1732990427186,34,HTTP Request,200,OK,Thread Group 1-43,text,true,,521,129,2,2,http://172.23.66.36:3000/proceso_c,33,0,0
1732990427203,19,HTTP Request,200,OK,Thread Group 1-44,text,true,,507,129,2,2,http://172.23.66.36:3000/proceso_c,19,0,1
1732990427221,5,HTTP Request,200,OK,Thread Group 1-45,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,5,0,1
1732990427237,7,HTTP Request,200,OK,Thread Group 1-46,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,7,0,0
1732990427254,8,HTTP Request,200,OK,Thread Group 1-47,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,8,0,1
1732990427272,8,HTTP Request,200,OK,Thread Group 1-48,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,8,0,0
1732990427289,9,HTTP Request,200,OK,Thread Group 1-49,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,9,0,0
1732990427305,6,HTTP Request,200,OK,Thread Group 1-50,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,5,0,1
1732990427323,8,HTTP Request,200,OK,Thread Group 1-51,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,8,0,2
1732990427340,8,HTTP Request,200,OK,Thread Group 1-52,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,8,0,1
1732990427357,8,HTTP Request,200,OK,Thread Group 1-53,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,8,0,2
1732990427373,7,HTTP Request,200,OK,Thread Group 1-54,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,7,0,0
1732990427390,7,HTTP Request,200,OK,Thread Group 1-55,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,7,0,0
1732990427408,5,HTTP Request,200,OK,Thread Group 1-56,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,5,0,0
1732990427425,8,HTTP Request,200,OK,Thread Group 1-57,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,8,0,0
1732990427441,10,HTTP Request,200,OK,Thread Group 1-58,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,10,0,0
1732990427466,15,HTTP Request,200,OK,Thread Group 1-59,text,true,,507,129,2,2,http://172.23.66.36:3000/proceso_c,15,0,2
1732990427480,8,HTTP Request,200,OK,Thread Group 1-60,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,8,0,2
1732990427497,7,HTTP Request,200,OK,Thread Group 1-61,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,7,0,1
1732990427512,9,HTTP Request,200,OK,Thread Group 1-62,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,9,0,1
1732990427532,8,HTTP Request,200,OK,Thread Group 1-63,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,8,0,1
1732990427562,31,HTTP Request,200,OK,Thread Group 1-64,text,true,,521,129,3,3,http://172.23.66.36:3000/proceso_c,31,0,4
1732990427565,31,HTTP Request,200,OK,Thread Group 1-65,text,true,,521,129,3,3,http://172.23.66.36:3000/proceso_c,31,0,1
1732990427595,21,HTTP Request,200,OK,Thread Group 1-67,text,true,,521,129,3,3,http://172.23.66.36:3000/proceso_c,21,0,2
1732990427576,41,HTTP Request,200,OK,Thread Group 1-66,text,true,,521,129,2,2,http://172.23.66.36:3000/proceso_c,40,0,1
1732990427613,9,HTTP Request,200,OK,Thread Group 1-68,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,9,0,1
1732990427628,13,HTTP Request,200,OK,Thread Group 1-69,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,13,0,1
1732990427646,5,HTTP Request,200,OK,Thread Group 1-70,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,5,0,0
1732990427665,6,HTTP Request,200,OK,Thread Group 1-71,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,6,0,1
1732990427681,8,HTTP Request,200,OK,Thread Group 1-72,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,8,0,1
1732990427696,6,HTTP Request,200,OK,Thread Group 1-73,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,6,0,1
1732990427713,11,HTTP Request,200,OK,Thread Group 1-74,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,11,0,1
1732990427732,7,HTTP Request,200,OK,Thread Group 1-75,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,7,0,1
1732990427752,7,HTTP Request,200,OK,Thread Group 1-76,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,7,0,1
1732990427766,8,HTTP Request,200,OK,Thread Group 1-77,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,8,0,1
1732990427781,7,HTTP Request,200,OK,Thread Group 1-78,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,7,0,1
1732990427800,20,HTTP Request,200,OK,Thread Group 1-79,text,true,,507,129,2,2,http://172.23.66.36:3000/proceso_c,20,0,1
1732990427819,8,HTTP Request,200,OK,Thread Group 1-80,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,8,0,3
1732990427838,16,HTTP Request,200,OK,Thread Group 1-81,text,true,,507,129,2,2,http://172.23.66.36:3000/proceso_c,16,0,1
1732990427853,8,HTTP Request,200,OK,Thread Group 1-82,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,8,0,1
1732990427867,6,HTTP Request,200,OK,Thread Group 1-83,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,6,0,1
1732990427884,6,HTTP Request,200,OK,Thread Group 1-84,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,6,0,1
1732990427900,7,HTTP Request,200,OK,Thread Group 1-85,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,7,0,1
1732990427917,9,HTTP Request,200,OK,Thread Group 1-86,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,9,0,1
1732990427934,6,HTTP Request,200,OK,Thread Group 1-87,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,6,0,1
1732990427953,18,HTTP Request,200,OK,Thread Group 1-88,text,true,,507,129,2,2,http://172.23.66.36:3000/proceso_c,18,0,0
1732990427969,11,HTTP Request,200,OK,Thread Group 1-89,text,true,,521,129,1,1,http://172.23.66.36:3000/proceso_c,10,0,1
1732990427996,16,HTTP Request,200,OK,Thread Group 1-90,text,true,,507,129,2,2,http://172.23.66.36:3000/proceso_c,16,0,1
1732990428006,17,HTTP Request,200,OK,Thread Group 1-91,text,true,,521,129,2,2,http://172.23.66.36:3000/proceso_c,17,0,1
1732990428021,6,HTTP Request,200,OK,Thread Group 1-92,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,6,0,1
1732990428038,14,HTTP Request,200,OK,Thread Group 1-93,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,14,0,1
1732990428054,12,HTTP Request,200,OK,Thread Group 1-94,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,12,0,2
1732990428071,5,HTTP Request,200,OK,Thread Group 1-95,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,4,0,1
1732990428091,20,HTTP Request,200,OK,Thread Group 1-96,text,true,,507,129,2,2,http://172.23.66.36:3000/proceso_c,20,0,2
1732990428110,10,HTTP Request,200,OK,Thread Group 1-97,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,10,0,2
1732990428126,5,HTTP Request,200,OK,Thread Group 1-98,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,5,0,0
1732990428142,12,HTTP Request,200,OK,Thread Group 1-99,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,12,0,1
1732990428160,10,HTTP Request,200,OK,Thread Group 1-100,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,10,0,2
1732990428181,15,HTTP Request,200,OK,Thread Group 1-101,text,true,,507,129,2,2,http://172.23.66.36:3000/proceso_c,15,0,1
1732990428192,17,HTTP Request,200,OK,Thread Group 1-102,text,true,,507,129,2,2,http://172.23.66.36:3000/proceso_c,17,0,1
1732990428207,9,HTTP Request,200,OK,Thread Group 1-103,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,9,0,1
1732990428223,6,HTTP Request,200,OK,Thread Group 1-104,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,6,0,1
1732990428240,8,HTTP Request,200,OK,Thread Group 1-105,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,8,0,1
1732990428257,9,HTTP Request,200,OK,Thread Group 1-106,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,9,0,1
1732990428275,10,HTTP Request,200,OK,Thread Group 1-107,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,10,0,1
1732990428293,8,HTTP Request,200,OK,Thread Group 1-108,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,8,0,1
1732990428308,11,HTTP Request,200,OK,Thread Group 1-109,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,11,0,2
1732990428326,8,HTTP Request,200,OK,Thread Group 1-110,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,8,0,1
1732990428344,9,HTTP Request,200,OK,Thread Group 1-111,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,9,0,1
1732990428359,11,HTTP Request,200,OK,Thread Group 1-112,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,11,0,1
1732990428376,4,HTTP Request,200,OK,Thread Group 1-113,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,4,0,1
1732990428393,8,HTTP Request,200,OK,Thread Group 1-114,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,8,0,1
1732990428411,15,HTTP Request,200,OK,Thread Group 1-115,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,14,0,1
1732990428428,8,HTTP Request,200,OK,Thread Group 1-116,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,8,0,1
1732990428446,15,HTTP Request,200,OK,Thread Group 1-117,text,true,,507,129,2,2,http://172.23.66.36:3000/proceso_c,15,0,1
1732990428462,12,HTTP Request,200,OK,Thread Group 1-118,text,true,,521,129,1,1,http://172.23.66.36:3000/proceso_c,12,0,1
1732990428479,10,HTTP Request,200,OK,Thread Group 1-119,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,10,0,0
1732990428495,4,HTTP Request,200,OK,Thread Group 1-120,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,4,0,1
1732990428513,10,HTTP Request,200,OK,Thread Group 1-121,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,10,0,1
1732990428530,12,HTTP Request,200,OK,Thread Group 1-122,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,12,0,1
1732990428547,8,HTTP Request,200,OK,Thread Group 1-123,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,8,0,1
1732990428565,6,HTTP Request,200,OK,Thread Group 1-124,text,true,,507,129,1,1,http://172.23.66.36:3000/proceso_c,6,0,1
