timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1732990576534,169,HTTP Request,200,OK,Thread Group 1-11,text,true,,507,129,49,49,http://172.23.66.36:3000/proceso_c,160,0,3
1732990576537,266,HTTP Request,200,OK,Thread Group 1-25,text,true,,507,129,61,61,http://172.23.66.36:3000/proceso_c,266,0,1
1732990576541,372,HTTP Request,200,OK,Thread Group 1-9,text,true,,549,129,73,73,http://172.23.66.36:3000/proceso_c,372,0,1
1732990576536,419,HTTP Request,200,OK,Thread Group 1-19,text,true,,521,129,78,78,http://172.23.66.36:3000/proceso_c,419,0,1
1732990576536,436,HTTP Request,200,OK,Thread Group 1-20,text,true,,507,129,79,79,http://172.23.66.36:3000/proceso_c,436,0,1
1732990576537,446,HTTP Request,200,OK,Thread Group 1-31,text,true,,507,129,79,79,http://172.23.66.36:3000/proceso_c,446,0,7
1732990576533,451,HTTP Request,200,OK,Thread Group 1-7,text,true,,549,129,78,78,http://172.23.66.36:3000/proceso_c,451,0,4
1732990576548,437,HTTP Request,200,OK,Thread Group 1-27,text,true,,507,129,78,78,http://172.23.66.36:3000/proceso_c,437,0,0
1732990576544,471,HTTP Request,200,OK,Thread Group 1-30,text,true,,549,129,79,79,http://172.23.66.36:3000/proceso_c,471,0,2
1732990576531,517,HTTP Request,200,OK,Thread Group 1-14,text,true,,521,129,82,82,http://172.23.66.36:3000/proceso_c,517,0,5
1732990576533,521,HTTP Request,200,OK,Thread Group 1-16,text,true,,507,129,82,82,http://172.23.66.36:3000/proceso_c,521,0,4
1732990576538,519,HTTP Request,200,OK,Thread Group 1-5,text,true,,549,129,81,81,http://172.23.66.36:3000/proceso_c,519,0,1
1732990576552,509,HTTP Request,200,OK,Thread Group 1-33,text,true,,521,129,80,80,http://172.23.66.36:3000/proceso_c,509,0,1
1732990576540,521,HTTP Request,200,OK,Thread Group 1-17,text,true,,549,129,79,79,http://172.23.66.36:3000/proceso_c,521,0,0
1732990576492,572,HTTP Request,200,OK,Thread Group 1-1,text,true,,549,129,79,79,http://172.23.66.36:3000/proceso_c,572,0,20
1732990576534,530,HTTP Request,200,OK,Thread Group 1-12,text,true,,549,129,78,78,http://172.23.66.36:3000/proceso_c,530,0,1
1732990576545,524,HTTP Request,200,OK,Thread Group 1-8,text,true,,549,129,78,78,http://172.23.66.36:3000/proceso_c,524,0,0
1732990576528,541,HTTP Request,200,OK,Thread Group 1-6,text,true,,549,129,78,78,http://172.23.66.36:3000/proceso_c,541,0,9
1732990576542,530,HTTP Request,200,OK,Thread Group 1-24,text,true,,549,129,77,77,http://172.23.66.36:3000/proceso_c,530,0,1
1732990576536,567,HTTP Request,200,OK,Thread Group 1-18,text,true,,535,129,76,76,http://172.23.66.36:3000/proceso_c,567,0,8
1732990576543,561,HTTP Request,200,OK,Thread Group 1-23,text,true,,535,129,76,76,http://172.23.66.36:3000/proceso_c,561,0,1
1732990576541,587,HTTP Request,200,OK,Thread Group 1-21,text,true,,549,129,79,79,http://172.23.66.36:3000/proceso_c,587,0,0
1732990576531,602,HTTP Request,200,OK,Thread Group 1-10,text,true,,549,129,79,79,http://172.23.66.36:3000/proceso_c,602,0,5
1732990576543,616,HTTP Request,200,OK,Thread Group 1-32,text,true,,521,129,81,81,http://172.23.66.36:3000/proceso_c,616,0,4
1732990576547,612,HTTP Request,200,OK,Thread Group 1-22,text,true,,549,129,80,80,http://172.23.66.36:3000/proceso_c,612,0,1
1732990576532,632,HTTP Request,200,OK,Thread Group 1-13,text,true,,549,129,80,80,http://172.23.66.36:3000/proceso_c,632,0,5
1732990576538,632,HTTP Request,200,OK,Thread Group 1-2,text,true,,549,129,79,79,http://172.23.66.36:3000/proceso_c,631,0,1
1732990576544,634,HTTP Request,200,OK,Thread Group 1-15,text,true,,535,129,79,79,http://172.23.66.36:3000/proceso_c,634,0,1
1732990576656,531,HTTP Request,200,OK,Thread Group 1-45,text,true,,521,129,79,79,http://172.23.66.36:3000/proceso_c,531,0,0
1732990576544,701,HTTP Request,200,OK,Thread Group 1-29,text,true,,521,129,85,85,http://172.23.66.36:3000/proceso_c,701,0,2
1732990576579,666,HTTP Request,200,OK,Thread Group 1-36,text,true,,549,129,85,85,http://172.23.66.36:3000/proceso_c,666,0,1
1732990576706,646,HTTP Request,200,OK,Thread Group 1-51,text,true,,521,129,95,95,http://172.23.66.36:3000/proceso_c,646,0,0
1732990576527,824,HTTP Request,200,OK,Thread Group 1-4,text,true,,535,129,95,95,http://172.23.66.36:3000/proceso_c,824,0,10
1732990576546,807,HTTP Request,200,OK,Thread Group 1-28,text,true,,549,129,93,93,http://172.23.66.36:3000/proceso_c,807,0,2
1732990576623,737,HTTP Request,200,OK,Thread Group 1-41,text,true,,535,129,93,93,http://172.23.66.36:3000/proceso_c,737,0,2
1732990576540,826,HTTP Request,200,OK,Thread Group 1-3,text,true,,535,129,93,93,http://172.23.66.36:3000/proceso_c,826,0,3
1732990576546,876,HTTP Request,200,OK,Thread Group 1-26,text,true,,535,129,99,99,http://172.23.66.36:3000/proceso_c,876,0,2
1732990576749,742,HTTP Request,200,OK,Thread Group 1-56,text,true,,521,129,107,107,http://172.23.66.36:3000/proceso_c,742,0,0
1732990576690,812,HTTP Request,200,OK,Thread Group 1-49,text,true,,521,129,107,107,http://172.23.66.36:3000/proceso_c,812,0,3
1732990576673,838,HTTP Request,200,OK,Thread Group 1-47,text,true,,549,129,107,107,http://172.23.66.36:3000/proceso_c,837,0,0
1732990576758,753,HTTP Request,200,OK,Thread Group 1-57,text,true,,535,129,107,107,http://172.23.66.36:3000/proceso_c,752,0,0
